Search Term,01,02,03,04,05,06,07,08,09,10,11,12,方差,均值
birthday gifts for women,343.9355,270.0357,254.9333,271.5333,277.129,312.4667,224.7143,210.7097,247.3667,319.9333,656.7692,0,0.0457,282.4606
rtx 3080,295.3226,195.3214,197.4667,203.4333,413.1613,365.9,301.1786,418.129,214.9667,374.1,648.0769,0,0.0567,302.2547
tank top for women,403696.7742,347643.4286,196026.0667,178384.6,136552.9032,17272.2333,214.6786,426.129,584.8333,1006.0667,1692.8846,0,0.1205,106958.3832
crop tops for women,680.6129,566.2857,279.2,297.7667,328.8387,349.2333,265.75,357.7742,366.9333,458.5,1027.3846,0,0.0564,414.8566
air conditioner,7232.871,4260.6786,1421.1,499.0667,272.3226,100.5333,222.2143,500.0968,2865.0,7072.9333,9670.6923,0,0.1139,2843.1257
beach towel,3942.8387,2292.5714,480.5333,426.1333,206.3871,103.0333,220.2857,740.2581,2185.9,4544.1,4298.7692,0,0.1383,1620.0675
printer,219.3871,153.4643,165.0667,212.8333,293.0,316.2,285.6429,201.5806,216.5667,345.8333,394.6154,0,0.0638,233.6825
beach chairs,5254.2581,2708.5,623.9333,339.7,182.1613,223.5333,684.3571,3009.4839,7877.1333,17072.4667,25936.6154,0,0.0905,5326.0119
ps5 console,59.2903,58.6429,24.4333,75.2,114.5161,317.9,280.1786,392.8065,296.7667,123.7667,105.8846,0,0.1025,154.1155
crossbody bags for women,556.6774,558.1786,313.3667,286.9667,280.129,313.8,195.5357,245.1935,266.5,318.4667,391.6538,0,0.0658,310.539
westerns,1025.2581,1001.8214,1613.4333,1879.1,1069.3871,273.7,145.1071,251.0968,317.5333,459.0333,665.6538,0,0.0929,725.0937
rugs,513.3548,541.0,373.3,485.7,472.9677,368.4667,305.6071,405.5484,476.0333,531.2,520.5385,0,0.0713,416.143
massage gun,109.4194,92.9286,188.1333,149.6333,266.7097,175.9667,292.2857,351.9032,177.9,264.5,118.3846,0,0.0717,182.3137
slime,349.1935,272.1786,319.6,272.7667,248.1935,248.4667,231.5357,268.3226,275.1667,310.2667,281.4615,0,0.0572,256.4294
laptop stand,181.9032,201.5,418.2333,579.9333,548.9355,697.7333,273.1429,228.2903,270.4,443.1667,522.7308,0,0.0777,363.8308
gifts for women,139.4839,217.75,240.1667,238.7,292.1613,410.6667,288.3214,315.6452,219.1667,623.4333,32.0385,0,0.0637,251.4611
water,386.8065,205.9286,351.1333,333.7,274.0,230.3333,861.6071,190.2581,140.7333,466.6333,822.6923,0,0.0823,355.3188
camera,270.8065,290.1071,261.9667,217.4667,226.6129,167.0667,199.5357,314.1613,281.2667,276.9667,606.2692,0,0.047,259.3522
wireless mouse,198.129,138.8214,191.6,244.8,295.9677,478.1667,328.3571,141.4516,220.2667,255.4333,285.1154,0,0.0551,231.5091
free movies,501.9677,335.7143,462.6667,364.8,438.3548,470.5333,183.2143,237.3871,507.8333,772.4,1152.3462,0,0.0592,452.2681
nose rings,536.0645,470.5357,315.7333,329.4667,431.2581,732.8667,463.0714,281.6129,300.9333,327.4,380.8462,0,0.0522,380.8157
hey dudes,3240.7097,3660.1429,1591.7667,1119.8,1085.129,751.2667,538.1429,1115.6129,1298.7,1325.9333,690.1538,0,0.0773,1368.1132
water shoes,7289.9032,4781.1429,1477.3667,585.2333,258.8387,154.8,171.9643,351.8065,1477.6333,2753.0,3608.2308,0,0.0907,1909.16
fly trap,33750.6774,20082.9643,9007.7333,4315.6,2087.5806,984.4333,234.5714,690.2581,1909.5,5949.4,14259.3846,0,0.0853,7772.6752
the chi,38235.9032,26603.3214,27586.4667,20486.7667,8477.0645,493.4333,252.5714,1087.2581,6807.9,20324.9,21606.1923,0,0.1075,14330.1481
spiderman,221.3226,114.3571,192.2,275.7667,199.2258,269.3333,180.7143,252.0645,116.8333,206.3333,231.8846,0,0.0743,188.3363
mosquito repellent,14154.9677,10719.3571,3520.5333,1551.1667,1163.5161,1147.1667,294.2143,558.8065,1005.5667,2864.2667,6739.4231,0,0.095,3643.2487
floating shelves,194.0,250.8571,261.3333,371.9,385.4194,1215.9667,220.5714,198.8387,229.4,281.0,348.5,0,0.0547,329.8155
vibrator,100.1613,52.9643,54.4,58.2667,126.6452,195.6667,181.4643,222.7097,320.3333,326.0,1945.7692,0,0.0678,298.6984
lingerie for women,24.5484,1175.4286,1075.8,990.0667,366.8387,328.8,294.4643,343.7742,263.0,130.0,90.9231,0,0.1151,423.637
plant stand,379.7742,361.2143,226.7333,192.4667,200.3226,230.0667,190.3214,261.4516,235.1333,285.8667,418.0385,0,0.0629,248.4491
baby girl clothes,317.7742,328.6786,248.1667,323.3,407.7742,289.9333,232.25,264.3226,278.6,397.4667,596.7692,0,0.049,307.0863
plus size tops for women,792.1935,689.7857,200.9667,193.6,260.4839,212.4667,270.7857,359.0968,222.6333,439.0333,449.5769,0,0.0726,340.8852
eggs,122.7097,82.3929,164.9667,243.9,273.2903,300.1667,229.1786,229.3226,228.8333,2712.2,592.8846,0,0.0669,431.6538
couch,392.871,342.1786,233.8667,242.4667,293.7419,254.3,260.3929,203.8065,239.8333,315.5667,342.5769,0,0.0581,260.1334
gaming laptop,229.0968,185.7857,253.0667,213.6333,478.8065,182.0,306.9643,277.5806,288.1333,284.6667,190.5385,0,0.0489,240.856
sunscreen,4942.6129,2818.1429,859.9,435.2667,271.6774,180.4333,1751.75,725.5806,1678.9333,3227.7667,4137.7692,0,0.1041,1752.4861
skechers shoes for women,3002.9032,11147.2143,4353.8667,990.4,204.9355,229.5,277.3571,476.2903,598.2333,1025.6333,1227.8846,0,0.074,1961.1849
planner,424.3226,1198.3929,1298.7333,973.1333,702.1935,717.2333,340.0714,139.7097,463.6667,862.4667,1111.6538,0,0.0959,685.9648
books for 3 year olds,986.1935,861.2857,353.5333,258.8667,174.3548,141.9,154.1429,190.1613,192.1333,193.2,208.2692,0,0.0844,309.5034
vitamin c,222.129,373.25,568.6667,288.6333,351.7097,427.3667,1346.3571,2012.9355,99.0,2295.3333,1944.6538,0,0.1204,827.5029
luggage sets,3199.2258,1556.1071,569.4,499.8333,1228.129,2573.5667,269.4286,860.2581,1026.3667,1092.1333,735.5385,0,0.0776,1134.1656
rug,360.129,336.1429,264.0,349.2333,340.9032,264.2667,444.5,414.2581,254.3333,571.2,339.3462,0,0.0519,328.1927
magnesium,743.4194,605.3571,528.7667,355.9,442.5806,696.0333,250.9286,832.1935,241.9667,316.8,934.7308,0,0.0806,495.7231
bathroom rugs,170.0645,148.5,171.7333,210.3667,390.6774,812.3667,231.3214,228.8065,175.0333,203.1333,248.6538,0,0.0545,249.2214
hbo max,81.0968,75.3214,129.0333,123.6333,153.2258,185.4,166.6429,171.6129,200.6,307.3,595.7308,0,0.0585,182.4664
vacuum cleaner,204.6452,221.4286,191.1,207.1,204.6452,188.6667,1194.7857,1955.2258,191.5667,2827.8333,1473.1538,0,0.0955,738.3459
mask,86.4839,84.3929,123.6,123.7333,211.2903,414.8,319.6071,174.2258,95.3667,191.8667,502.7692,0,0.0796,194.0113
night stands,11037.2258,13735.3929,10143.1,11215.9667,11921.5161,2817.0333,221.8214,233.1613,1364.2,9683.0667,15261.3077,0,0.1352,7302.816
camping,1329.3871,869.2143,448.5,318.5,203.0323,169.9667,572.5,491.5806,660.0667,1560.2,1814.0,0,0.0935,703.079
led strip lights,836.3226,1578.5357,644.5333,981.2333,627.7742,780.7,322.9286,368.9677,517.5,2965.7333,294.2308,0,0.0641,826.5383
dog harness,383.4516,287.8571,316.7333,325.7667,296.1613,809.6333,429.0,337.8387,375.5333,432.0667,525.3846,0,0.0482,376.6189
masks disposable,50570.5161,49318.75,36326.5333,34975.3667,34636.9032,1232.4667,611.2857,3440.2581,549.2667,154.3333,407.4231,0,0.1627,17685.2586
paraguard parasite cleanse for humans,0.0,0.0,0.0,0.0,0.0,0.0,1825.0833,11120.4194,58399.6,125075.1667,118676.8462,0,0.1331,26258.093
girls backpack,18673.2903,17144.7857,12245.6333,15303.0,19751.0,9494.1333,807.75,307.7742,8579.7,19883.6333,15084.5,0,0.1336,11439.6
gaming desk,160.871,129.8214,157.9333,222.9667,246.6129,282.7667,227.0,176.1613,216.1333,275.0667,179.3077,0,0.0668,189.5534
black dresses for women,68015.3871,165790.0714,95096.2,30148.9333,15155.7097,724.6667,410.25,626.4516,363.4333,386.4667,533.7692,0,0.0923,31437.6116
air purifiers,21456.871,22851.75,22501.5667,7437.3667,23533.6774,16457.1,268.9643,154.9355,210.7,301.5,285.7692,0,0.1893,9621.6834
nerf guns,645.9355,1187.6071,895.7,1450.2,1649.5161,839.7667,256.25,339.1613,304.4667,251.4,145.6538,0,0.0989,663.8048
area rug,541.871,640.1071,506.6667,654.2667,924.9032,1014.5,381.0357,449.9677,585.5667,661.0333,572.7692,0,0.0586,577.7239
vans,592.4839,563.7857,274.7333,291.8,305.7742,355.3667,276.5714,211.4194,344.7,390.6,328.5,0,0.0615,327.9779
fitbit,198.129,257.8214,222.1667,249.1333,217.8065,175.2667,229.4643,273.8387,261.9,1027.3667,215.9231,0,0.0529,277.4014
black widow,27814.2581,23020.6071,23870.1333,29556.4667,29587.3226,18129.3667,726.4286,640.4839,671.9667,896.0667,3148.5385,0,0.1791,13171.8032
fidget pack,1004.871,98.5714,166.5667,148.5,20.5806,225.5667,239.3929,192.2903,177.8667,436.0333,626.1923,0,0.0744,278.036
wall art,324.2581,416.75,347.1,469.8333,510.0,662.8,286.4286,335.9032,505.6667,615.4,696.6538,0,0.0697,430.8995
milk,118.7419,68.5,157.7,196.4667,204.6129,247.7667,1519.8571,195.6452,170.2667,709.0333,733.6154,0,0.0738,360.1838
romper,11467.8065,4553.8571,1331.6333,566.9333,398.8387,313.1667,346.8571,733.7742,2246.6,8239.0333,13893.6154,0,0.1119,3674.343
eyelashes,317.1613,274.6071,307.5333,331.1,293.2581,372.8,290.8214,350.9032,321.3,263.0,472.4615,0,0.0491,299.5788
wall decor,76.1935,99.0357,83.3,112.6667,170.3871,145.0667,187.1429,200.9032,120.6333,208.2667,285.2308,0,0.0638,140.7356
picture frames,163.5806,190.1786,201.4667,198.2667,305.5484,658.0333,278.2143,295.3548,286.7333,426.5,349.1538,0,0.0545,279.4192
pillows,784.0,1002.5,731.1333,857.3,777.5484,748.1333,418.0357,243.7097,276.9333,384.3,361.3462,0,0.0853,548.745
curtains,117.7742,135.5,101.6667,119.6,144.7742,231.6,184.2857,1694.6774,129.2,1293.0333,1510.0769,0,0.1258,471.849
madea,256.6452,233.5357,192.7,188.0333,129.871,276.3,213.0357,361.6129,505.2667,799.0333,980.9615,0,0.0773,344.7496
iphone 12 pro max,382.9355,143.5357,134.7667,259.0667,61.5161,166.2,302.3929,400.2903,385.3,840.8,1116.6154,0,0.0784,349.4516
adidas shoes men,215.0323,227.2857,204.3667,223.9,318.9355,297.2667,280.4643,357.871,349.3667,342.7,344.8846,0,0.0728,263.5061
outdoor furniture,1333.9355,889.2143,123.9,63.8,57.4839,79.1,255.4286,344.8065,504.1333,934.1667,2131.9615,0,0.0861,559.8275
hair accessories for women,564.4839,1061.6071,485.7333,562.9333,1025.3871,695.0,305.4643,455.2903,939.1667,1186.1,1206.1923,0,0.0902,707.2799
jewelry box,302.8387,454.4286,487.7,604.2333,424.5161,489.1333,301.75,270.5806,781.6333,885.9333,386.6923,0,0.0647,449.12
workout sets for women,9780.129,13479.7857,10323.6,8537.7667,9005.7419,6633.7667,480.3214,290.3871,320.4,446.7667,579.3462,0,0.1303,4989.8343
womens shorts,5427.9032,2081.75,278.5333,149.9667,186.3871,266.2667,409.0714,672.7742,2249.5667,6980.7667,11119.7308,0,0.093,2485.2264
stickers,209.4194,238.5714,220.9,227.6333,279.2903,376.2667,247.5714,226.4839,267.2333,377.5667,370.1923,0,0.0666,253.4274
airpods pro 2,163598.0,43162.25,32088.5667,5348.8667,1870.5806,2928.6333,942.1071,6276.129,2539.5,1661.7,14570.0769,0,0.0737,22915.5342
organization and storage,222.5161,680.7143,570.2667,617.7333,755.3548,484.8333,346.5714,362.0968,425.9667,572.8,724.2692,0,0.0793,480.2602
baby boy clothes,397.3548,351.0357,332.0,397.6,537.2903,322.9667,304.6786,349.6129,507.7,579.4333,813.5385,0,0.0526,407.7676
bathing suit for women,233059.8065,89299.7857,35037.0333,39063.9333,10932.9677,8083.3333,8603.8571,367.4194,1091.4,4508.2333,3169.2692,0,0.0762,36101.4199
demon slayer,1360.0323,691.6786,685.2667,425.9667,191.2258,239.4,314.1786,399.4839,393.5667,466.9,648.4615,0,0.0588,484.6801
curtain rods,3696.5484,3798.5357,2180.6333,2554.1667,3103.6452,1538.2667,222.8929,286.8387,255.1,349.0667,404.3462,0,0.1367,1532.5034
two piece outfits for women,1255.0323,862.1071,398.0333,369.7333,251.6452,368.6,328.6786,498.6452,610.5333,962.1,1548.7308,0,0.0777,621.1533
blackout curtains,807.6774,2952.6429,900.5,1011.9,1748.6129,1025.2,514.8214,309.6774,409.1667,782.0667,580.3462,0,0.0634,920.2176
tote bag,2497.9677,2576.5714,1433.5,905.5333,625.2903,431.1,335.0714,243.4516,378.5333,619.1333,570.3846,0,0.0999,884.7114
workout tops for women,224.6129,281.9286,205.6,221.2,244.5161,293.5,352.7857,424.6452,342.2667,778.5,991.3462,0,0.0672,363.4085
baby,325.129,219.4286,275.2333,333.5,274.1935,272.7,325.2857,426.7742,278.4333,277.6333,327.4231,0,0.0516,277.9778
maxi dress,3090.871,346.4643,86.5,89.4667,136.3871,49.2,90.1429,190.8387,470.5,2160.7667,4696.0769,0,0.0977,950.6012
squishmallow,74.9032,19.75,31.7,61.1667,88.5806,214.2333,294.0714,56.1935,45.8667,34.6333,23.5769,0,0.0806,78.723
diamond painting kits,22828.6774,26334.4643,19386.0333,24733.5,5347.9355,2661.5,226.6071,378.9677,358.2333,440.8,274.6154,0,0.1628,8580.9445
white dress,1198.9677,806.5714,384.7667,255.9333,122.4194,349.7333,391.6429,325.2903,163.6667,131.3,988.2308,0,0.089,426.5435
sexually explicit content,1600.3871,1943.0714,1113.0,976.9667,1699.0,1581.9333,369.5714,130607.7097,480458.6667,493754.9333,200235.5,0,0.1326,109528.395
microwave,258.4839,267.5714,252.0667,286.6333,293.1935,259.6667,274.0,290.3548,296.8667,349.0,368.9615,0,0.0559,266.3999
fast and furious,641.4839,455.75,612.0,464.8333,309.5484,233.5,795.6429,529.5806,1359.7667,2456.7333,4300.1923,0,0.0736,1013.2526
sunglasses,1345.2581,999.7857,269.7,172.4333,156.3871,59.0333,269.2857,531.2258,699.8667,1001.0,971.6538,0,0.103,539.6358
screws,309.6129,510.3214,329.2,252.0,223.4194,301.8667,251.5357,177.2903,183.8,252.9333,577.8846,0,0.0622,280.822
minecraft,236.8387,195.1429,239.7333,302.7333,373.5484,327.4333,269.3214,388.6774,464.5667,490.1,348.5,0,0.0656,303.0496
chair,254.129,230.3214,235.2667,255.4667,321.5484,307.5667,269.25,348.871,246.8333,456.3667,470.0,0,0.0602,282.9683
tablet,173.7419,158.0714,195.5333,173.7667,166.4839,185.8,322.0,238.4516,120.0333,140.3,72.2308,0,0.0562,162.2011
beach accessories,7308.2903,5483.2857,1272.3,893.0,1006.2581,326.9,300.4643,2934.4194,13240.3667,28941.4667,24485.8462,0,0.1084,7182.7164
black dress,1372.0,766.2143,772.0333,493.9667,503.4839,616.1667,420.9286,372.2581,138.4,99.1333,558.2308,0,0.0657,509.4013
disney,364.871,438.6071,380.6667,360.1,333.4194,347.2667,263.0,407.4194,349.9,361.0,404.9615,0,0.0619,334.2676
ring,447.9677,447.0357,436.8,436.8333,515.2903,312.1333,372.6429,862.0323,452.1,597.8,296.6154,0,0.0497,431.4376
blue light glasses,75.5484,91.0,209.9333,337.7667,465.2258,496.2667,417.6429,282.9677,319.5,457.5333,585.7308,0,0.092,311.593
dog food,370.3548,310.5,375.7333,248.2667,186.3548,299.2,1716.4643,2328.8065,126.7,217.0333,1916.1538,0,0.1107,674.6306
ankle bracelets for women,4669.1935,3016.3214,12884.1333,52105.2667,62322.871,8845.8,387.7857,825.9355,2462.2333,4427.3667,7180.8462,0,0.1039,13260.6461
paramount plus,0.0,0.0,0.0,0.0,0.0,0.0,395.6667,396.2903,432.7667,1572.1,710.7692,0,0.0827,292.2994
sandals,5092.8387,2768.5357,482.4333,229.6333,156.0323,121.3,273.7857,623.3226,1665.3667,3751.2667,5273.5385,0,0.1326,1703.1711
nintendo switch games,59.0968,83.1429,59.2,107.9667,275.871,327.2667,354.6071,325.129,364.4667,299.5,194.3846,0,0.1255,204.2193
kitchen decor,309.7419,499.7857,241.2667,354.0,644.4516,555.8333,299.0357,700.8065,435.6667,987.3667,1312.3462,0,0.0663,528.3584
naruto,259.4516,269.5,234.5667,221.1333,270.6774,315.4,320.7857,390.5161,381.8,440.2667,323.5769,0,0.059,285.6395
paw patrol,288.5806,190.4286,200.9667,305.5,272.7097,190.7667,243.6429,155.1935,127.1,162.5667,143.6154,0,0.0688,190.0892
mirror,306.4839,356.8929,314.8,331.8,383.3548,418.5,497.0357,296.2258,361.5,526.3,512.3077,0,0.0641,358.7667
dehumidifiers,85415.129,78299.8929,68668.4333,71696.2333,35682.4839,20989.0667,528.7143,563.129,594.7333,788.6,1624.4615,0,0.1589,30404.2398
blippi,597.9355,291.0714,433.0667,437.4333,343.9355,364.4667,241.0,324.0,282.5,279.6333,292.2308,0,0.0512,323.9394
amazon,297.4194,236.6429,250.8333,189.0667,224.8065,242.2333,352.9286,317.1935,252.3667,304.3667,297.1538,0,0.0599,247.0843
desk lamp,281.5806,347.6429,445.4333,613.8333,763.0,731.4667,349.0714,183.129,341.4333,551.5333,595.1923,0,0.0811,433.6097
cocktail dresses,110764.4839,63376.9286,29438.7667,29988.1,24170.3548,1970.2667,391.3929,293.7097,212.9,704.4667,608.1923,0,0.0878,21826.6302
steering wheel cover,512.5806,685.5714,259.8,839.5,468.0645,589.5,601.75,554.6129,348.0,494.4667,597.1538,0,0.0606,495.9167
hair clips,192.0323,151.25,155.3,142.0667,131.5484,168.1,279.5357,125.0645,154.3,205.1,263.6154,0,0.0598,163.9928
pool floats,4095.7742,1786.3214,617.7667,755.4,135.2581,39.0667,191.7857,506.3871,2640.8,7092.0667,7568.9615,0,0.1191,2119.1323
lashes,395.7097,272.8571,328.2,372.5,397.3226,388.0333,336.7143,391.7742,328.2333,308.8,366.5,0,0.0694,323.887
dildos,635.4839,570.5,486.9333,427.0,418.4839,488.0,367.5714,611.4839,572.2667,615.3667,752.0,0,0.0586,495.4242
lamp,324.9677,345.7857,351.6,442.3,530.7742,446.9,346.6429,2037.2903,288.7,390.6333,1609.5,0,0.0784,592.9245
shelves,231.5484,288.4643,284.5667,292.9667,321.0645,309.6333,298.5714,318.5806,309.5667,381.3,464.8077,0,0.0498,291.7559
wigs,280.0323,256.25,240.8667,205.4333,253.0645,341.9333,308.5357,271.0645,216.1667,199.1,374.3077,0,0.0576,245.5629
outdoor string lights,6287.9355,5538.25,1383.7333,649.2333,742.1935,2365.9,576.1429,1000.7419,767.3333,1189.4333,1712.6154,0,0.0924,1851.126
toothpaste,423.7419,334.0357,301.9,273.2667,335.9677,564.1,299.75,217.6452,207.4,259.1,523.9615,0,0.0638,311.7391
mens shoes,585.6129,836.1071,223.2667,217.2667,362.129,707.8667,505.3214,336.4516,450.2,764.2,658.1154,0,0.0838,470.5448
birkenstock sandals,264581.9032,176538.6786,57423.7333,1432.0333,929.9677,203.7667,1333.7143,22630.9032,78020.9,162276.2333,137254.4231,0,0.1052,75218.8547
chips,331.4194,211.8929,306.2,351.3667,347.3871,353.4333,361.3929,339.6774,272.2333,445.2667,646.8462,0,0.0484,330.593
ice cream,347.2258,244.4286,365.8667,450.9,403.3226,371.8,715.0357,413.871,423.4667,1154.0333,1582.1923,0,0.0674,539.3452
desk organizers,35592.3548,50082.5714,43110.9333,25577.4667,648.2581,454.6667,351.75,265.4839,392.8667,571.8333,727.5385,0,0.14,13147.977
wallet,787.7742,742.8929,417.0667,369.5667,327.3226,229.4667,300.1786,323.9677,391.9333,3076.4,410.3846,0,0.0624,614.7462
hand sanitizer,345.7097,463.1429,571.6667,591.0667,756.0323,1043.5333,469.5714,123.9677,440.9,877.2,1602.1538,0,0.0654,607.0787
desk accessories,533.6452,1257.2143,652.4,628.0667,1552.5484,1121.1333,455.75,350.129,849.2,1511.3667,1616.5,0,0.0977,877.3295
wireless earbuds,105.8065,168.1071,101.6,177.5,377.6452,358.1333,243.7143,246.4516,89.1667,118.5667,88.8846,0,0.0837,172.9647
maternity clothes,310.2258,302.0714,269.3333,506.0333,766.3226,908.0333,444.0357,457.5161,440.9,878.1667,1211.6538,0,0.0711,541.191
jewelry,702.9355,605.75,448.1333,413.4333,511.3226,513.4667,355.0,436.5806,456.6,685.6,326.1154,0,0.064,454.5781
ravpower,446.7742,268.75,234.4667,282.3667,227.7742,147.4667,185.1071,277.2581,393.9667,481.8333,600.6923,0,0.0673,295.538
t-shirts,578.129,284.1071,157.8667,169.5333,169.0,187.9667,257.0357,321.871,470.2333,545.9333,622.0385,0,0.0921,313.6429
solar lights outdoor garden,0.0,0.0,0.0,0.0,0.0,0.0,289.5833,326.2581,348.8667,1259.5333,6988.6923,0,0.0745,767.7445
gaming mouse,202.6129,203.5714,243.0333,308.1,359.7097,278.7333,323.8929,437.0968,456.1333,591.5,494.0385,0,0.0655,324.8685
gaming keyboard,625.2581,620.7143,651.4667,1092.1333,1056.2581,385.4,409.7857,594.8387,493.6667,880.0667,410.8846,0,0.0714,601.7061
mouse,312.9677,279.4286,350.8667,378.5333,402.2258,435.9667,451.2143,365.5484,308.3667,367.0,669.5769,0,0.0471,360.1413
keto,264.7742,275.8214,365.8333,369.3667,364.0968,421.2,423.5,1358.2258,570.9333,790.5,1783.6154,0,0.0737,582.3222
cheese grater,2114.5484,2248.6071,3104.0667,2757.7667,3721.8387,2727.2667,1530.2143,2882.0323,3787.2667,3901.1667,2681.5385,0,0.0712,2621.3594
throw pillows,373.6774,397.3214,366.0667,428.9,461.3871,455.9667,357.4643,302.871,450.3667,667.4333,610.7692,0,0.0559,406.0186
yeti,436.3871,462.9286,385.6333,422.4,278.2903,204.7,281.6786,346.2258,352.6,386.0,293.3077,0,0.0678,320.8459
vitamin d,197.9355,343.0,489.5,315.6333,326.8065,570.5667,514.9286,1156.1613,186.9667,1781.1667,1695.1923,0,0.1005,631.4881
space jam 2,0.0,0.0,0.0,0.0,0.0,0.0,749.75,7166.4516,43817.3333,65479.0,81906.7692,0,0.12,16593.2753
airsoft guns,530.4839,1192.4643,578.7,369.8333,409.4839,394.8333,381.3929,1494.7097,1715.3333,1806.0,1554.8462,0,0.1134,869.0067
scary movies,974.5484,677.9286,387.0333,421.7,467.9032,563.9,332.1071,429.7097,481.8667,436.3,5196.6923,0,0.0649,864.1408
tent,1394.9355,1031.0357,446.0667,250.0,282.9032,184.4,256.9643,449.7419,750.0333,1102.6,1644.7692,0,0.0947,649.4541
dog leash,993.5806,1196.2857,686.9333,716.5,945.129,1117.5333,580.2857,749.0,956.5667,1108.8333,1288.0,0,0.0673,861.554
scrubs for women,414.2903,546.3929,526.5667,575.9333,596.3548,545.1333,454.6429,393.3226,362.5,453.0,829.6154,0,0.05,474.8127
nail kit,264.9355,300.1429,296.5667,410.2667,455.5484,509.6667,515.7143,1187.0968,926.5333,946.9667,698.5,0,0.075,542.6615
alarm clock,508.3548,646.1071,517.8333,655.0,821.2903,986.8667,791.0714,776.1613,441.8333,1626.1333,907.6538,0,0.0516,723.1921
standing desk,341.3226,317.3929,435.0333,445.3667,426.7742,498.9667,453.25,302.0968,365.4667,420.1,511.7692,0,0.0649,376.4616
purses and handbags,54372.3871,37825.0,18190.1333,27983.2333,42240.7097,7539.9333,596.8214,312.3871,421.0667,455.7333,593.8077,0,0.1217,15877.6011
portable air conditioners,322506.9032,235579.2143,294039.6333,125739.8333,57333.8387,12587.3667,342.9286,707.9677,1493.0667,6212.7,15619.5,0,0.136,89346.9127
airpods pro case,155.0323,307.0357,308.3,530.2,834.0,221.5333,427.25,619.2581,308.5333,293.9,298.8077,0,0.0638,358.6542
vanity,484.3226,550.1429,412.6,494.5,542.0645,502.6667,386.1429,572.8387,651.6333,713.1333,481.6154,0,0.0566,482.6384
necklaces for women,719.0645,637.6786,515.3,437.4,468.4839,661.7,407.2143,529.8065,863.1,558.9333,410.3077,0,0.0556,517.4157
floor lamp,243.871,231.5714,162.5333,257.8667,291.2903,373.7,413.0714,245.4516,168.9333,218.4,239.0385,0,0.0586,237.144
sunglasses men,94366.7097,70243.75,35695.2,32011.6333,22794.6452,7484.0,664.4643,777.0645,645.8667,784.0,909.9615,0,0.1011,22198.1079
hulu,1000.5806,556.9286,369.3667,349.0,329.0,454.0,463.7857,537.871,329.5,1117.7,2313.9231,0,0.0623,651.8046
